,Player,Division,Conference,Power5,School,Drafted?,position_pick_number,G,Rec,Rec Yds,Rec TD,Rec Yds/Rec,Rec Yds/G,Rec TD/G
1209,Jeremé Jones,FBS,Sun Belt,N,South Alabama,N,Undrafted,12,40,457,3,11.4,38.1,0.2
1210,Jerico Richardson,FBS,Mountain West,N,Nevada,N,Undrafted,26,124,1405,8,11.3,54.0,0.3
1211,Jerjuan Newton,FBS,MAC,N,Toledo,N,Undrafted,28,105,1526,18,14.5,54.5,0.6
1212,Jermaine Braddock,FCS,Big Sky,N,Portland St.,N,Undrafted,11,54,636,7,11.8,57.8,0.6
1213,Jermaine Burton,FBS,SEC,Y,Alabama,Y,13.0,36,106,1879,18,17.7,52.2,0.5
1214,Jermaine Jackson,FCS,Big Sky,N,Idaho,N,Undrafted,25,101,1644,5,16.3,65.8,0.2
1215,Jerome Lane,FBS,MAC,N,Akron,N,Undrafted,25,101,1800,14,17.8,72.0,0.6
1216,Jerrel Brown,FBS,FBS Independent,N,New Mexico St.,N,Undrafted,12,33,484,2,14.7,40.3,0.2
1217,Jerrell Moore,FCS,SWAC,N,Mississippi Val.,N,Undrafted,11,21,362,2,17.2,32.9,0.2
1218,Jerreth Sterns,FBS,CUSA,N,Western Ky.,N,Undrafted,41,370,3873,35,10.5,94.5,0.9
1219,Jerrick Orr,FCS,OVC,N,Southeast Mo. St.,N,Undrafted,11,31,545,2,17.6,49.5,0.2
1220,Jerrod Dillard,FBS,MAC,N,Akron,N,Undrafted,12,26,320,1,12.3,26.7,0.1
1221,Jerry Jeudy,FBS,SEC,Y,Alabama,Y,2.0,28,145,2478,24,17.1,88.5,0.9
1222,Jerry Louie-McGee,FCS,Big Sky,N,Montana,N,Undrafted,11,50,645,3,12.9,58.6,0.3
1223,Jeshaun Jones,FBS,Big Ten,Y,Maryland,N,Undrafted,26,100,1347,8,13.5,51.8,0.3
1224,Jesper Horsted,FCS,Ivy League,N,Princeton,N,Undrafted,20,164,2273,27,13.9,113.6,1.4
1225,Jesse Blackburn,FCS,OVC,N,Murray St.,N,Undrafted,33,123,1666,11,13.5,50.5,0.3
1226,Jesse Brantley,FCS,Big Sky,N,Northern Ariz.,N,Undrafted,12,33,393,3,11.9,32.8,0.2
1227,Jesse Kroll,FBS,MAC,N,Central Mich.,N,Undrafted,26,97,1448,8,14.9,55.7,0.3
1228,Jesse Matthews,FBS,Mountain West,N,San Diego St.,N,Undrafted,27,105,1275,11,12.1,47.2,0.4
1229,Jester Weah,FBS,ACC,Y,Pittsburgh,N,Undrafted,25,77,1568,14,20.4,62.7,0.6
1230,Jesus Wilson,FBS,ACC,Y,Florida St.,N,Undrafted,26,100,1149,7,11.5,44.2,0.3
1231,Jha'Quan Jackson,FBS,AAC,N,Tulane,Y,25.0,26,64,979,11,15.3,37.7,0.4
1232,Jhajuan Seales,FBS,Big 12,Y,Oklahoma St.,N,Undrafted,26,76,1186,7,15.6,45.6,0.3
1233,Jhamon Ausbon,FBS,SEC,Y,Texas A&M,N,Undrafted,25,113,1428,8,12.6,57.1,0.3
1234,Jhomo Gordon,FCS,MEAC,N,Bethune-Cookman,N,Undrafted,12,36,527,5,14.6,43.9,0.4
1235,Jimmie Hunt,FBS,SEC,Y,Missouri,N,Undrafted,12,40,698,7,17.4,58.2,0.6
1236,Jimmy Giansante,FCS,CAA,N,New Hampshire,N,Undrafted,15,31,306,2,9.9,20.4,0.1
1237,Jimmy Horn Jr.,FBS,Pac-12,Y,Colorado,N,Undrafted,23,95,1118,9,11.8,48.6,0.4
1238,Jimmy Kibble,FCS,Patriot,N,Georgetown,N,Undrafted,11,33,753,8,22.8,68.5,0.7
1239,Jimmy Williams,FBS,AAC,N,East Carolina,N,Undrafted,12,45,818,8,18.2,68.2,0.7
1240,JoJo Ward,FBS,Mountain West,N,Hawaii,N,Undrafted,29,116,1999,20,17.2,68.9,0.7
1241,Joe Craig,FBS,AAC,N,Memphis,N,Undrafted,12,37,338,0,9.1,28.2,0.0
1242,Joe Gillette,FCS,CAA,N,Maine,N,Undrafted,10,36,570,5,15.8,57.0,0.5
1243,Joe Hansley,FBS,Mountain West,N,Colorado St.,N,Undrafted,25,87,1153,3,13.3,46.1,0.1
1244,Joe Reed,FBS,ACC,Y,Virginia,Y,19.0,13,77,679,7,8.8,52.2,0.5
1245,Joe Tralli,FCS,Pioneer,N,Marist,N,Undrafted,11,29,347,2,12.0,31.5,0.2
1246,Joe Walker,FCS,CAA,N,Delaware,N,Undrafted,12,34,670,4,19.7,55.8,0.3
1247,Joel German,FBS,Sun Belt,N,Western Ky.,N,Undrafted,11,26,339,0,13.0,30.8,0.0
1248,Joey Borsellino,FCS,MVFC,N,Western Ill.,N,Undrafted,37,144,1863,11,12.9,50.4,0.3
1249,Joey Corcoran,FCS,CAA,N,New Hampshire,N,Undrafted,12,56,670,3,12.0,55.8,0.2
1250,Joey Fields,FCS,NEC,N,Central Conn. St.,N,Undrafted,11,46,732,6,15.9,66.5,0.5
1251,Joey Hobert,FBS,Sun Belt,N,Texas St.,N,Undrafted,11,76,895,8,11.8,81.4,0.7
1252,John Brunner,FCS,MVFC,N,Western Ill.,N,Undrafted,11,37,625,3,16.9,56.8,0.3
1253,John Christopher,FBS,AAC,N,Temple,N,Undrafted,12,31,331,2,10.7,27.6,0.2
1254,John Diarse,FBS,Big 12,Y,TCU,N,Undrafted,14,35,575,3,16.4,41.1,0.2
1255,John Ebeling,FCS,CAA,N,Maine,N,Undrafted,13,60,647,6,10.8,49.8,0.5
1256,John Harris,FBS,Big 12,Y,Texas,N,Undrafted,13,68,1051,7,15.5,80.8,0.5
1257,John Hawkins,FCS,SWAC,N,Ark.-Pine Bluff,N,Undrafted,9,30,482,4,16.1,53.6,0.4
1258,John Hightower,FBS,Mountain West,N,Boise St.,Y,23.0,14,51,943,8,18.5,67.4,0.6
1259,John Israel,FCS,Big South,N,Coastal Carolina,N,Undrafted,14,46,798,6,17.3,57.0,0.4
1260,John Lantz,FCS,MVFC,N,Southern Ill.,N,Undrafted,12,51,885,5,17.4,73.8,0.4
1261,John Maddaluna,FCS,Patriot,N,Colgate,N,Undrafted,24,116,1788,7,15.4,74.5,0.3
1262,John Metchie,FBS,SEC,Y,Alabama,Y,9.0,26,151,2058,14,13.6,79.2,0.5
1263,John Ross,FBS,Pac-12,Y,Washington,Y,3.0,14,81,1150,17,14.2,82.1,1.2
1264,John Ursua,FBS,Mountain West,N,Hawaii,Y,23.0,33,189,2662,24,14.1,80.7,0.7
1265,John Williams,FCS,NEC,N,Wagner,N,Undrafted,11,33,701,5,21.2,63.7,0.5
1266,Johnathan Boone,FBS,FBS Independent,N,New Mexico St.,N,Undrafted,12,59,715,3,12.1,59.6,0.2
1267,Johnathan Lloyd,FBS,ACC,Y,Duke,N,Undrafted,13,51,604,5,11.8,46.5,0.4
1268,Johnnie Dixon,FBS,Big Ten,Y,Ohio St.,N,Undrafted,14,42,669,8,15.9,47.8,0.6
1269,Johnny Jackson,FBS,Pac-12,Y,Arizona,N,Undrafted,13,50,608,5,12.2,46.8,0.4
1270,Johnny Johnson III,FBS,Pac-12,Y,Oregon,N,Undrafted,14,57,836,7,14.7,59.7,0.5
1271,Johnny King,FCS,OVC,N,Southeast Mo. St.,N,Undrafted,20,100,1189,8,11.9,59.4,0.4
1272,Johnny O'Shea,FCS,Pioneer,N,Butler,N,Undrafted,9,36,513,1,14.2,57.0,0.1
1273,Johnny Wilson,FBS,ACC,Y,Florida St.,Y,27.0,23,84,1514,7,18.0,65.8,0.3
1274,Jojo Natson,FBS,MAC,N,Akron,N,Undrafted,12,59,837,10,14.2,69.8,0.8
1275,Jon Ellis,FCS,Big Sky,N,Montana St.,N,Undrafted,11,35,405,5,11.6,36.8,0.5
1276,Jon McCall,FCS,Southland,N,McNeese,N,Undrafted,10,32,504,5,15.8,50.4,0.5
1277,Jon'Vea Johnson,FBS,MAC,N,Toledo,N,Undrafted,40,114,2122,24,18.6,53.0,0.6
1278,Jonathan Adams Jr.,FBS,Sun Belt,N,Arkansas St.,N,Undrafted,23,141,1962,17,13.9,85.3,0.7
1279,Jonathan Booker,FCS,MEAC,N,Howard,N,Undrafted,9,30,369,4,12.3,41.0,0.4
1280,Jonathan Brady,FBS,CUSA,N,New Mexico St.,N,Undrafted,15,39,621,4,15.9,41.4,0.3
1281,Jonathan Duhart,FBS,CUSA,N,Old Dominion,N,Undrafted,37,169,2416,26,14.3,65.3,0.7
1282,Jonathan Giles,FBS,Big 12,Y,Texas Tech,N,Undrafted,12,69,1158,13,16.8,96.5,1.1
1283,Jonathan Krause,FBS,SEC,Y,Vanderbilt,N,Undrafted,11,42,714,3,17.0,64.9,0.3
1284,Jonathan Mingo,FBS,SEC,Y,Ole Miss,Y,5.0,23,78,1240,8,15.9,53.9,0.3
1285,Jonathan Nance,FBS,SEC,Y,Arkansas,N,Undrafted,11,37,539,5,14.6,49.0,0.5
1286,Jonathon Johnson,FBS,SEC,Y,Missouri,N,Undrafted,26,100,1461,11,14.6,56.2,0.4
1287,Jontavious Carter,FCS,MEAC,N,Bethune-Cookman,N,Undrafted,13,19,310,2,16.3,23.8,0.2
1288,Jordan Addison,FBS,Pac-12,Y,Southern California,Y,4.0,35,219,3134,29,14.3,89.5,0.8
1289,Jordan Bonner,FCS,CAA,N,Elon,N,Undrafted,11,40,522,5,13.0,47.5,0.5
1290,Jordan Dunn,FCS,CAA,N,Maine,N,Undrafted,11,56,595,3,10.6,54.1,0.3
1291,Jordan Edwards,FCS,Southland,N,Lamar University,N,Undrafted,12,33,539,5,16.3,44.9,0.4
1292,Jordan Evans,FCS,Ivy League,N,Brown,N,Undrafted,10,51,618,6,12.1,61.8,0.6
1293,Jordan Harris,FCS,NEC,N,Bryant,N,Undrafted,12,64,1031,5,16.1,85.9,0.4
1294,Jordan Hildreth,FCS,Pioneer,N,Campbell,N,Undrafted,12,25,343,3,13.7,28.6,0.2
1295,Jordan James,FBS,CUSA,N,Tulsa,N,Undrafted,11,39,471,2,12.1,42.8,0.2
1296,Jordan Kerley,FBS,AAC,N,SMU,N,Undrafted,10,37,588,6,15.9,58.8,0.6
1297,Jordan Lasley,FBS,Pac-12,Y,UCLA,Y,18.0,20,110,1884,14,17.1,94.2,0.7
1298,Jordan Leslie,FBS,FBS Independent,N,BYU,N,Undrafted,25,99,1391,13,14.1,55.6,0.5
1299,Jordan Marshall,FCS,Pioneer,N,Mercer,N,Undrafted,12,16,311,4,19.4,25.9,0.3
1300,Jordan Mathis,FCS,SoCon,N,Western Caro.,N,Undrafted,11,38,602,1,15.8,54.7,0.1
1301,Jordan Matthews,FBS,SEC,Y,Vanderbilt,Y,7.0,13,112,1477,7,13.2,113.6,0.5
1302,Jordan Moore,FBS,ACC,Y,Duke,N,Undrafted,13,62,835,8,13.5,64.2,0.6
1303,Jordan Nathan,FBS,Mountain West,N,Utah St.,N,Undrafted,13,56,581,1,10.4,44.7,0.1
1304,Jordan Payne,FCS,SWAC,N,Alcorn,N,Undrafted,25,49,813,14,16.6,32.5,0.6
1305,Jordan Payton,FBS,Pac-12,Y,UCLA,Y,15.0,39,183,2500,13,13.7,64.1,0.3
1306,Jordan Reid,FBS,MAC,N,Ohio,N,Undrafted,27,103,1271,11,12.3,47.1,0.4
1307,Jordan Snellings,FCS,SoCon,N,Furman,N,Undrafted,23,80,1029,5,12.9,44.7,0.2
1308,Jordan Taylor,FBS,CUSA,N,Rice,N,Undrafted,24,109,1690,15,15.5,70.4,0.6
1309,Jordan Thompson,FBS,Big 12,Y,West Virginia,N,Undrafted,13,49,598,2,12.2,46.0,0.2
1310,Jordan Villamin,FBS,Pac-12,Y,Oregon St.,N,Undrafted,24,78,1238,11,15.9,51.6,0.5
1311,Jordan Watkins,FBS,SEC,Y,Ole Miss,N,Undrafted,25,88,1270,7,14.4,50.8,0.3
1312,Jordan Westerkamp,FBS,Big Ten,Y,Nebraska,N,Undrafted,26,109,1665,12,15.3,64.0,0.5
1313,Jordan Whittington,FBS,Big 12,Y,Texas,Y,30.0,13,50,652,1,13.0,50.2,0.1
1314,Jordan Williams,FBS,MAC,N,Ball St.,N,Undrafted,36,200,2723,24,13.6,75.6,0.7
1315,Jordon Gandy,FCS,OVC,N,Murray St.,N,Undrafted,22,127,1930,21,15.2,87.7,1.0
1316,Jorge Portorreal,FCS,Patriot,N,Lehigh,N,Undrafted,33,163,2098,6,12.9,63.6,0.2
1317,Jose Barbon,FBS,AAC,N,Temple,N,Undrafted,12,72,918,2,12.8,76.5,0.2
1318,Joseph Ceravolo,FCS,MEAC,N,Delaware St.,N,Undrafted,11,30,322,1,10.7,29.3,0.1
1319,Joseph Manjack IV,FBS,Big 12,Y,Houston,N,Undrafted,10,46,577,6,12.5,57.7,0.6
1320,Joseph Matthews,FBS,FBS Independent,N,New Mexico St.,N,Undrafted,12,23,313,0,13.6,26.1,0.0
1321,Josh Ali,FBS,SEC,Y,Kentucky,N,Undrafted,21,95,1074,4,11.3,51.1,0.2
1322,Josh Atkinson,FBS,AAC,N,Tulsa,N,Undrafted,26,154,2129,13,13.8,81.9,0.5
1323,Josh Banks,FCS,SWAC,N,Mississippi Val.,N,Undrafted,11,48,652,5,13.6,59.3,0.5
1324,Josh Barge,FCS,OVC,N,Jacksonville St.,N,Undrafted,52,247,3611,19,14.6,69.4,0.4
1325,Josh Brake,FCS,Patriot,N,Bucknell,N,Undrafted,11,33,445,3,13.5,40.5,0.3
1326,Josh Doctson,FBS,Big 12,Y,TCU,Y,3.0,36,180,2785,29,15.5,77.4,0.8
1327,Josh Downs,FBS,ACC,Y,North Carolina,Y,11.0,24,195,2364,19,12.1,98.5,0.8
1328,Josh Fink,FCS,Southland,N,Abilene Christian,N,Undrafted,23,121,1506,9,12.4,65.5,0.4
1329,Josh Gontarek,FCS,CAA,N,UAlbany,N,Undrafted,12,58,687,8,11.8,57.2,0.7
1330,Josh Harper,FBS,Mountain West,N,Fresno St.,N,Undrafted,25,169,2108,20,12.5,84.3,0.8
1331,Josh Heverly,FCS,Pioneer,N,San Diego,N,Undrafted,11,34,574,5,16.9,52.2,0.5
1332,Josh Huff,FBS,Pac-12,Y,Oregon,Y,13.0,13,62,1140,12,18.4,87.7,0.9
1333,Josh Imatorbhebhe,FBS,Big Ten,Y,Illinois,N,Undrafted,11,33,634,9,19.2,57.6,0.8
1334,Josh Johnson,FBS,AAC,N,Tulsa,N,Undrafted,22,121,1613,12,13.3,73.3,0.5
1335,Josh Kelly,FBS,Pac-12,Y,Washington St.,N,Undrafted,25,113,1701,11,15.1,68.0,0.4
1336,Josh Knight,FBS,CUSA,N,Marshall,N,Undrafted,12,62,631,5,10.2,52.6,0.4
1337,Josh Magee,FBS,Sun Belt,N,South Alabama,N,Undrafted,12,49,822,5,16.8,68.5,0.4
1338,Josh Malone,FBS,SEC,Y,Tennessee,Y,18.0,13,50,972,11,19.4,74.8,0.8
1339,Josh Matthews,FCS,Southland,N,McNeese,N,Undrafted,7,32,458,4,14.3,65.4,0.6
1340,Josh Palmer,FBS,SEC,Y,Tennessee,Y,11.0,10,33,475,4,14.4,47.5,0.4
1341,Josh Parris,FCS,Patriot,N,Lehigh,N,Undrafted,22,96,1078,5,11.2,49.0,0.2
1342,Josh Pearson,FCS,OVC,N,Jacksonville St.,N,Undrafted,12,59,943,13,16.0,78.6,1.1
1343,Josh Reese,FBS,AAC,N,UCF,N,Undrafted,13,39,552,6,14.2,42.5,0.5
1344,Josh Reynolds,FBS,SEC,Y,Texas A&M,Y,16.0,38,164,2788,30,17.0,73.4,0.8
1345,Josh Sterns,FCS,Southland,N,Houston Christian,N,Undrafted,4,13,403,4,31.0,100.8,1.0
1346,Josh Stewart,FBS,CUSA,N,UTSA,N,Undrafted,25,96,1389,8,14.5,55.6,0.3
1347,Josh Vann,FBS,SEC,Y,South Carolina,N,Undrafted,13,43,679,5,15.8,52.2,0.4
1348,Josh Wainwright,FCS,Ivy League,N,Columbia,N,Undrafted,19,124,1572,13,12.7,82.7,0.7
1349,Josh Wilkes,FCS,SWAC,N,Ark.-Pine Bluff,N,Undrafted,15,66,863,10,13.1,57.5,0.7
1350,Joshua Bowen,FBS,FBS Independent,N,New Mexico St.,N,Undrafted,12,39,324,2,8.3,27.0,0.2
1351,Joshua Cephus,FBS,AAC,N,UTSA,N,Undrafted,52,305,3486,27,11.4,67.0,0.5
1352,Joshua DeCambre,FCS,NEC,N,Wagner,N,Undrafted,12,46,675,6,14.7,56.2,0.5
1353,Joshua Harris,FCS,SoCon,N,Furman,N,Undrafted,13,48,667,5,13.9,51.3,0.4
1354,Joshua McCain,FBS,Sun Belt,N,Idaho,N,Undrafted,11,76,1162,9,15.3,105.6,0.8
1355,Joshua Moore,FBS,Big 12,Y,Texas,N,Undrafted,10,30,472,9,15.7,47.2,0.9
1356,Joshua Stanford,FBS,ACC,Y,Virginia Tech,N,Undrafted,13,40,640,1,16.0,49.2,0.1
1357,Joshua Tomas,FCS,Patriot,N,Georgetown,N,Undrafted,32,211,2707,19,12.8,84.6,0.6
1358,Joshua Youngblood,FCS,CAA,N,Delaware,N,Undrafted,13,44,527,7,12.0,40.5,0.5
1359,Jourdan Townsend,FCS,CAA,N,Delaware,N,Undrafted,26,110,1359,9,12.4,52.3,0.3
1360,Jovon Durante,FBS,CUSA,N,Fla. Atlantic,N,Undrafted,12,65,873,5,13.4,72.8,0.4
1361,JuJu Smith-Schuster,FBS,Pac-12,Y,Southern California,Y,6.0,40,213,3092,25,14.5,77.3,0.6
1362,JuanCarlos Santana,FBS,AAC,N,Tulsa,N,Undrafted,34,138,2092,14,15.2,61.5,0.4
1363,Julian Burton,FCS,MVFC,N,Missouri St.,N,Undrafted,24,106,1413,9,13.3,58.9,0.4
1364,Julian Hicks,FCS,CAA,N,UAlbany,N,Undrafted,15,50,820,11,16.4,54.7,0.7
1365,Julian Jones,FBS,Sun Belt,N,Arkansas St.,N,Undrafted,13,52,641,4,12.3,49.3,0.3
1366,Julian Stafford,FCS,SWAC,N,Mississippi Val.,N,Undrafted,22,119,1731,12,14.5,78.7,0.5
1367,Juliun Price,FCS,SoCon,N,ETSU,N,Undrafted,6,14,224,1,16.0,37.3,0.2
1368,Julius Wingate,FCS,CAA,N,Stony Brook,N,Undrafted,12,40,556,6,13.9,46.3,0.5
1369,Julius Young,FCS,Patriot,N,Lafayette,N,Undrafted,11,46,651,3,14.2,59.2,0.3
1370,Junior Bergen,FCS,Big Sky,N,Montana,N,Undrafted,15,58,777,5,13.4,51.8,0.3
1371,Junior Vandeross III,FBS,MAC,N,Toledo,N,Undrafted,14,47,664,4,14.1,47.4,0.3
1372,Jurmichael Ramos,FBS,ACC,Y,NC State,N,Undrafted,11,24,352,3,14.7,32.0,0.3
1373,Justice Liggins,FCS,Southland,N,SFA,N,Undrafted,11,48,626,3,13.0,56.9,0.3
1374,Justice Shelton-Mosley,FCS,Ivy League,N,Harvard,N,Undrafted,18,88,1157,7,13.1,64.3,0.4
1375,Justin Adams,FCS,Patriot,N,Lafayette,N,Undrafted,9,27,342,1,12.7,38.0,0.1
1376,Justin Bowick,FCS,OVC,N,Eastern Ill.,N,Undrafted,11,35,499,5,14.3,45.4,0.5
1377,Justin Brown,FCS,Big Sky,N,Southern Utah,N,Undrafted,24,97,1341,7,13.8,55.9,0.3
1378,Justin Calhoun,FCS,Big Sky,N,Montana,N,Undrafted,22,74,1130,10,15.3,51.4,0.5
1379,Justin Coleman,FBS,Big 12,Y,Iowa St.,N,Undrafted,12,31,442,3,14.3,36.8,0.2
1380,Justin Cornwall,FCS,Pioneer,N,Morehead St.,N,Undrafted,11,77,919,11,11.9,83.5,1.0
1381,Justin Franklin,FCS,Big South,N,Gardner-Webb,N,Undrafted,11,37,560,4,15.1,50.9,0.4
1382,Justin Garrett,FBS,CUSA,N,UTEP,N,Undrafted,21,88,1195,7,13.6,56.9,0.3
1383,Justin Hall,FBS,MAC,N,Ball St.,N,Undrafted,54,318,3385,18,10.6,62.7,0.3
1384,Justin Hardy,FBS,AAC,N,East Carolina,Y,15.0,26,235,2778,18,11.8,106.8,0.7
1385,Justin Hill,FCS,Patriot,N,Georgetown,N,Undrafted,20,69,877,6,12.7,43.8,0.3
1386,Justin Hobbs,FBS,AAC,N,Tulsa,N,Undrafted,25,105,1515,7,14.4,60.6,0.3
1387,Justin Holmes,FBS,Mountain West,N,San Jose St.,N,Undrafted,12,39,613,3,15.7,51.1,0.2
1388,Justin Jefferson,FBS,SEC,Y,LSU,Y,5.0,28,165,2415,24,14.6,86.2,0.9
1389,Justin Lockhart,FBS,Mountain West,N,San Jose St.,N,Undrafted,12,36,578,1,16.1,48.2,0.1
1390,Justin Marshall,FBS,MAC,N,Buffalo,N,Undrafted,13,64,837,9,13.1,64.4,0.7
1391,Justin McInnis,FBS,Sun Belt,N,Arkansas St.,N,Undrafted,25,110,1548,9,14.1,61.9,0.4
1392,Justin Mello,FCS,CAA,N,New Hampshire,N,Undrafted,15,73,1038,10,14.2,69.2,0.7
1393,Justin Osborne,FCS,SoCon,N,Elon,N,Undrafted,12,29,292,0,10.1,24.3,0.0
1394,Justin Priest,FCS,Pioneer,N,San Diego,N,Undrafted,24,112,1630,16,14.6,67.9,0.7
1395,Justin Scott-Wesley,FBS,SEC,Y,Georgia,N,Undrafted,5,16,311,2,19.4,62.2,0.4
1396,Justin Shorter,FBS,SEC,Y,Florida,Y,16.0,22,70,1127,5,16.1,51.2,0.2
1397,Justin Smith,FCS,MEAC,N,Norfolk St.,N,Undrafted,23,87,1397,13,16.1,60.7,0.6
1398,Justin Sumpter,FCS,Big South,N,Kennesaw St.,N,Undrafted,25,59,1135,9,19.2,45.4,0.4
1399,Justin Thomas,FCS,OVC,N,Eastern Ill.,N,Undrafted,9,38,475,5,12.5,52.8,0.6
1400,Justin Watson,FCS,Ivy League,N,Penn,Y,16.0,40,286,3777,33,13.2,94.4,0.8
1401,Juston Christian,FCS,Pioneer,N,Marist,N,Undrafted,42,189,4069,34,21.5,96.9,0.8
1402,Justus Ross-Simmons,FBS,Mountain West,N,Colorado St.,N,Undrafted,12,45,724,3,16.1,60.3,0.2
1403,Justyn Ross,FBS,ACC,Y,Clemson,N,Undrafted,29,112,1865,17,16.7,64.3,0.6
1404,Justyn Shackelford,FBS,CUSA,N,Tulane,N,Undrafted,13,36,419,5,11.6,32.2,0.4
1405,Juwan Brescacin,FBS,MAC,N,NIU,N,Undrafted,13,33,499,6,15.1,38.4,0.5
1406,Juwan Dickey,FCS,Southland,N,Southeastern La.,N,Undrafted,11,42,768,7,18.3,69.8,0.6
1407,Juwan Green,FCS,CAA,N,UAlbany,N,Undrafted,14,83,1386,17,16.7,99.0,1.2
1408,Juwan Johnson,FBS,Big Ten,Y,Penn St.,N,Undrafted,13,54,701,1,13.0,53.9,0.1
1409,Juwan Petit-Frere,FCS,Southland,N,Southeastern La.,N,Undrafted,11,49,796,5,16.2,72.4,0.5
1410,Jyaire Shorter,FBS,CUSA,N,North Texas,N,Undrafted,13,23,628,11,27.3,48.3,0.8
1411,K.D. Nixon,FBS,Pac-12,Y,Colorado,N,Undrafted,11,52,636,4,12.2,57.8,0.4
1412,K.J. Hill,FBS,Big Ten,Y,Ohio St.,Y,33.0,42,183,2070,19,11.3,49.3,0.5
1413,K.J. Osborn,FBS,MAC,N,Buffalo,Y,26.0,14,53,892,7,16.8,63.7,0.5
1414,K.W. Williams,FCS,Big Sky,N,Idaho St.,N,Undrafted,11,64,683,11,10.7,62.1,1.0
1415,KD Cannon,FBS,Big 12,Y,Baylor,N,Undrafted,38,195,3113,27,16.0,81.9,0.7
1416,KJ Brent,FBS,ACC,Y,Wake Forest,N,Undrafted,12,42,583,1,13.9,48.6,0.1
1417,KJ Franklin,FCS,Southland,N,Nicholls,N,Undrafted,18,69,939,8,13.6,52.2,0.4
1418,KJ Hamler,FBS,Big Ten,Y,Penn St.,Y,10.0,26,98,1658,13,16.9,63.8,0.5
1419,KJ Maye,FBS,Big Ten,Y,Minnesota,N,Undrafted,13,73,773,5,10.6,59.5,0.4
1420,Ka'Raun White,FBS,Big 12,Y,West Virginia,N,Undrafted,24,109,1587,17,14.6,66.1,0.7
1421,Kadarius Toney,FBS,SEC,Y,Florida,Y,4.0,11,70,984,10,14.1,89.5,0.9
1422,Kaden Prather,FBS,Big Ten,Y,Maryland,N,Undrafted,13,42,666,5,15.9,51.2,0.4
1423,Kaedin Robinson,FBS,Sun Belt,N,App State,N,Undrafted,14,67,905,10,13.5,64.6,0.7
1424,Kahlil Lewis,FBS,AAC,N,Cincinnati,N,Undrafted,37,165,2063,21,12.5,55.8,0.6
1425,Kahtero Summers,FCS,CAA,N,Rhode Island,N,Undrafted,33,142,2377,20,16.7,72.0,0.6
1426,Kaleb Fossum,FBS,Mountain West,N,Nevada,N,Undrafted,13,70,734,1,10.5,56.5,0.1
1427,Kaleb Smith,FBS,ACC,Y,Virginia Tech,N,Undrafted,11,37,674,3,18.2,61.3,0.3
1428,Kalib Woods,FBS,CUSA,N,Fla. Atlantic,N,Undrafted,20,92,1553,5,16.9,77.6,0.2
1429,Kalif Raymond,FCS,Patriot,N,Holy Cross,N,Undrafted,21,116,1378,12,11.9,65.6,0.6
1430,Kalija Lipscomb,FBS,SEC,Y,Vanderbilt,N,Undrafted,25,124,1526,17,12.3,61.0,0.7
1431,Kalil Pimpleton,FBS,MAC,N,Central Mich.,N,Undrafted,27,144,1854,10,12.9,68.7,0.4
1432,Kam Thomas,FCS,ASUN,N,Austin Peay,N,Undrafted,10,50,629,5,12.6,62.9,0.5
1433,Kam Williams,FCS,Southland,N,UIW,N,Undrafted,9,36,588,3,16.3,65.3,0.3
1434,Kamathi Holsey,FBS,MAC,N,Buffalo,N,Undrafted,12,32,548,1,17.1,45.7,0.1
1435,Kamdyn Benjamin,FBS,AAC,N,Tulsa,N,Undrafted,12,47,727,6,15.5,60.6,0.5
1436,Kameron Brown,FBS,Sun Belt,N,Coastal Carolina,N,Undrafted,34,88,1697,13,19.3,49.9,0.4
1437,Kamron Lewis,FCS,NEC,N,Saint Francis (PA),N,Undrafted,33,200,3195,24,16.0,96.8,0.7
1438,Kanawai Noa,FBS,Pac-12,Y,California,N,Undrafted,11,56,788,4,14.1,71.6,0.4
1439,Kane Everson,FCS,CAA,N,William & Mary,N,Undrafted,12,46,585,3,12.7,48.8,0.2
1440,Karel Hamilton,FCS,SoCon,N,Samford,N,Undrafted,45,279,3803,31,13.6,84.5,0.7
1441,Karl Reynolds,FCS,Southland,N,Houston Christian,N,Undrafted,10,47,661,6,14.1,66.1,0.6
1442,Karnorris Benson,FCS,SoCon,N,Western Caro.,N,Undrafted,33,134,2037,22,15.2,61.7,0.7
1443,Kasen Williams,FBS,Pac-12,Y,Washington,N,Undrafted,8,29,421,1,14.5,52.6,0.1
1444,Kasey Closs,FCS,Big Sky,N,Portland St.,N,Undrafted,22,105,1705,12,16.2,77.5,0.5
1445,Kasey Hawthorne,FCS,MEAC,N,Howard,N,Undrafted,11,38,535,3,14.1,48.6,0.3
1446,Kavontae Turpin,FBS,Big 12,Y,TCU,N,Undrafted,13,45,649,8,14.4,49.9,0.6
1447,Kawaan Baker,FBS,Sun Belt,N,South Alabama,Y,32.0,23,86,1233,11,14.3,53.6,0.5
1448,Kaylon Geiger,FBS,Big 12,Y,Texas Tech,N,Undrafted,36,184,2158,9,11.7,59.9,0.2
1449,Kayshon Boutte,FBS,SEC,Y,LSU,Y,20.0,10,45,735,5,16.3,73.5,0.5
1450,Ke'Lenn Davis,FCS,SWAC,N,Texas Southern,N,Undrafted,10,47,893,2,19.0,89.3,0.2
1451,Ke'Shawn Williams,FBS,ACC,Y,Wake Forest,N,Undrafted,13,39,553,1,14.2,42.5,0.1
